summary,Adventure,Angst,Drama,Family,Friendship,Humor,Hurt_Comfort,Romance
In which Obi-Wan and Anakin discuss hair and girls.,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Han's musings after his and Leia's private time on Bespin,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Han & Leia on Bespin have a romantic interlude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Something about the man was familiar. Almost like Luke, but not. He was younger, but not considerably, and much taller, broader. He spoke with a Core accent with a hint of an Outer Rim – Tatooine? - twang. The face from the side looked a lot like Luke, with none of Luke's kindness. And the way he walked… Han's eyes widened, his heart stopped and his breathing stuttered w",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
My Name is Commander CT-2224. My rank is Martial Commander. And I have earned that with my prowess with and without my blaster. This is how I ended the Clone Wars. based on a thing I found on tumblr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Han got drunk last night and tried to set our marriage certificate on fire. He said — Good luck on trying to return me without the receipt, sweetheart.""",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"Companion piece to ""A Messed Up Destiny"". As the Clone Wars continue to rage on across the galaxy Ahsoka Tano is assinged to Anakin Skywalker as his apprentice and must figure out what's wrong with her new Master while struggling to survive in a Galaxy at War.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
It's all Anakin wants.,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"The Jedi are vampire hunters, but since Luke saw Vader murder his teacher in front of him, he's not been a Jedi. A run in with Vader on the planet of eternal night poses problems and revelations for the both of them. / Vampire AU set in GFFA, oneshot. A little Luke/Zev in the background.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Luke and Leia talk about the nuances between being fostered and being adopted.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"A Force Ghost Ben/Rey love story, with a side of rebuilding the galaxy. Post-TROS, semi fix-it, Reylo, side-Stormpilot, Jedi School, Building a Relationship, Politics, Protecting Ben's legacy, Force pregnancy (at the very end). For the RFFA To Find Your Kiss exchange, 2021, written as a pinch hit assignment for magnetgirl, co-written with Annaelle.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Left behind by accident by her own master, Theca must fight to survive the most hostile planet of the Outer Rim. Her skills are put to the test, and not just to survive the planet, but the future in which she sees an army of thousands with a single face, and a great age of chaos and suffering to follow in which she must either stand firm in her beliefs, or break under the pressure.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Leia and young Ben have a day out together.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Luke and Leia are trying to hide on Arkanis when some local customs for celebrating Empire Day help them out. / Snippet written for Flufftober a few months ago.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Poe had been shot at, beaten and tortured – physically and mentally – by Kylo Ren and his minions, blown out of the sky, and then had wandered around the desert for hours until he finally met another soul who took him to safety. Nothing a gallon of water, some med patches, and 14 hours of sleep couldn't fix. Right? Right... Leia didn't believe it for a second.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palpatine surprises Vader on his 40th birthday.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"Companion piece to ""A Messed Up Destiny"". In order to master the ability of Pyrokinesis Anakin returns to the fiery world of Mustafar, where he will face the fear Darth Vader was never able to overcome. (One-shot)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"In the moments leading up to Ahsoka's trial, everything changes. (part 4 of the Broken series).",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""If into the security recordings you go, only pain will you find."" Master Yoda was right. ROTS one-shot.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Two years after Darth Krayt's death, Empress Marasiah Fel leads the hunt for fugitive Sith while Cade Skywalker and Ania Solo team up for one big score. However, a series of mysterious kidnappings foreshadow a crisis that will change the galaxy forever. A sequel to the Legacy and Legacy II comics and a finale for the Skywalker saga.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"Rey settled behind the counter of her flower shop with her favorite novel series. Getting immersed in a pivotal part of the book, Rey missed the sound of the shop door opening, and was surprised to find a tall man out of breath suddenly standing in front of her. He slammed a wad of bills on the counter between them. ""How do I passive aggressively say, 'fuck you' in flower?""",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Sequel to ""The White Rose"" story. The Doom-Joust can have only one champion.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Leia gets caught in a small cave-in on Hoth and gets a bump on her head. When she wakes up, she finds she's back on Alderaan. After that, things get really bizarre for all concerned.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"After his loss at Skako Minor, Wat Tambor tries to recoup on his investment.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Dex Jettster has made and lost a lot of friends between the Clone Wars, the rise of the Empire, and the Rebellion. One day Leia Organa, senator for Alderaan and aspiring Rebel agent, walks in and reminds him painfully of two old friends long gone. As they becomes allies, he recognizes she has more in common with his ghosts than he thought.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"He'd accepted the job from Tyrannus, he'd made the promise to Roz, and he was minutes away from beginning the cloning process...(set right after the game Bounty Hunter)",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Luke Organa faces an ultimatum. / Snippet originally posted to tumblr for Angstober 2020.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Towards the end of yet another mission, Jango and Zam return to Slave1 only to find Boba was taken and must fight to get him back...(first Star wars story. Written quite a while ago so the writing style is different from my current one on Clone wars) (T for violence)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"Han and Leia have returned to Coruscant after an urgent call from their daughter, Jaina. There, Leia is faced with a revelation almost certain to force a change to the path her life has been taking. Whilst for Han, there's a chance to reconcile with his eldest son, Jacen. (Let's just accept I am really lousy at summary writing, if not writing in general!)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"Han Solo finds a bottle in the sands of Tatooine, and when he opens it - against Chewie's advice - he gets more than he bargained for when a Genie/Jedi pops out.",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"Vader learns that his son has a terminal illness. / Tiny snippet posted to tumblr for the Angstober prompt ""Terminal illness.""",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"Padmé had always been a light sleeper ever since she was a small child, and thunderstorms... she absolutely hated them. They terrify her and she’s usually never able to sleep during them. But now that she had Anakin by her side... She can actually find peace while he holds her close to his warm chest. [Anakin Skywalker/Padmé Amidala] (Fluff/Comfort/Romance)",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"[COMPLETE] It had been supposed to be a simple mission: get in, get out, the Alliance got what they wanted, he got to brag about how the rebels would be dead without him, and the Falcon got an upgrade. At least that had been the sales pitch the princess had used when she'd approached him. Except, where would the fun be if something didn't go wrong?",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Two weeks into their journey to Bespin, Leia and Han are finally in a good place — but Leia finds that grief and guilt, have a way of sneaking up unawares. Thankfully, Han's learned enough about Leia to know that sometimes, the best way to help is just to be there. Set during ESB; written for maggzblair for the HanLeia Celebration 2020 Holiday Exchange.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Something beautiful, while it lasted. Six weeks in sublight with Han, and Leia's unlearned everything she knew about how to press forward when your heart is broken. She couldn't afford to remember, but she didn't want to forget. Not all love stories end in tragedy. Set during ESB through early ROTJ. Written for thewritingpuss for the HanLeia Celebration 2020 Holiday Exchange.",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"In the aftermath of the Battle of Jakku, ex-Rebels and a former Imperial Customs officer uncover a plot to destroy the fragile peace between the New Republic and the defeated Galactic Empire. See my companion antology ""Razorclaw: Adventures of a Rebel Cell"" for valuable background information. Feedback welcome!",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"Just because Han is blind, that doesn't mean his enemies ever leave him alone. Sequel to ""Endless Night""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"After the events chronicled in the Mandalorian, Din Djarin has his son back and is on his way to setting up the council to rule over Mandalor with him. Life should be good. But sometimes you don't even realize what is missing until you find it.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Cody used to have two Jedi. Now he has two Tooka's, one of which is a very clingy kitten. AKA Cody is still a dad like in Obi Wan's Second Padawan and Sahl is still his child. The force likes messing with the Disaster linage though. And the 212th may be taking pictures along the way to blackmail their Commander later.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Ines Talia is a close friend of Princess Leia and from Alderaan. When she got a message from her friend, telling her to go to Tatooine, that will change her life forever after she meets Luke Skywalker. An event that was meant to happen since the beginning as Ines and Luke will find out in time. Follows the journey of OT and beyond: Luke Skywalker/OC, Leia Organa, Han Solo",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Their bond won't let them be alone. At least this time it's the middle of the night and they can't get into a shouting match. [Oneshot],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Both Han and Mara receive the same mysterious letter hinting that the author knows their father. Of course, neither one can pass up this opportunity to find out about their paternity.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Wes Janson comes to Luke and Han to request assistance with a new entertainment program made by Lando Calrissian.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"Have you ever wondered what happened if they listened to Fives? Well this is my take on it. What happenes when the Republic starts to surgically remove the inhibitor chips? What happens when Anakin is granted a seat on the council, AND made a master? Is shipping Ahsoka and Anakin a stupid waste of time and a sickening idea? (The answer to that last one is: YES) The answers to t",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Everyone's favorite scene in which Problematic Dad Vader tries to convince Baby Skywalker to join him...after slicing off his hand moments before.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"'Enough.' Maul thought, sheltered in the arms of his rival as death drew closer. 'Enough. It's over.' Only it isn't. Maul gets hurtled into the past where he is determined to hold tight to everything Sidious stole from him, and destroy the sith for good measure. Hope may move mountains, but spite tears open space and time. A Maul Time Travel fic. Part 1 of Falling Towards Grace.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rey has a dream that's really a memory and Poe is there when she wakes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Han Solo is a lieutenant on the Death Star when an Alderaanian Princess is brought onboard. I will try to post this story once again since several readers have requested it.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"After years of no contact between them, Eli reunites Thrawn with his mother. Post-Rebels finale, references Chaos Rising by Timothy Zahn.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"It was a well-known secret that the Skywalker's marriage was a façade, even so, it was one of the favorite gossips on the entire Senate... Anidala One-Shot.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Obi-Wan shouldn't have accepted that odd little fruit from Anakin.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"When Princess Rey of Coruscant calls upon the cursed Sir Kylo Ren to help her escape her grandfather's political machinations, she discovers freedom in the ancient familial magic that binds them together and the growing attraction that threatens to tear them apart. Fantasy/medieval AU. TW: Period-typical violence.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rey finds a way to bring Ben back. But he isn't human anymore. [vampire AU],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The bond snaps back into place, even stronger than before. He is here. With Rey, yes, but with Luke - Luke, who is looking at them now with that same dangerous glint in his eye that haunts Ben's dreams. [TLJ hut scene AU]",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
What happens when Sabine gets hurt on a mission? One-shot - Rated T for Star Wars-style language,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"A newly-married Mara Jade has some time off coming up. The crew of the Wild Karrde want to make sure it's memorable. Vignette, Legends, New Republic era, several months post-Union, L/M.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"They died together, and they woke up pissed. Sweeping in on the wings of chaos, little Obi-Wan finds himself with a new Master. Older Obi-Wan delves deeper into Mandalorian culture than he expected. And Satine may very well be pressed to violence to protect those she loves. Two Obi-Wans: Mandalorian Clone Wars Obi-Wan and Padawan Obi-Wan. Time Travel, landing in 44 BBY T/M rating",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"It was on the fifth anniversary of the Empire and the day Ahsoka Tano was officially introduced to the public. Meanwhile, the Emperor has a conversation about loyalty with his apprentice. Part 6 of the ""An Apprentice"" series",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Two weeks after ROTS, Obi-Wan is trying to get Luke to his family on Tatooine. But Vader is on their tail. / A prequel to my fic Sparks, originally posted to tumblr for Whumptober. ft. major character death",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"In the aftermath of the acadec's field trip to Stark Industries, Pepper finds out that Peter's teachers has some... biased opinions and decides to go to Midtown to set the record straight. [ Peter Parker & Stark Industries / 6 ]",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Clint and Natasha's relationship is… unusual. Undefinable. They're together but not in love, partners in life as well as in spy craft and crime. They share an apartment, sleep in the same bed, and would protect each other with their lives. And some people ask too many questions. Or: Clint and Natasha are in a QPR and annoyed by the incessant questions.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If someone had told Tony 5 years ago that he would be in love with a beautiful women and have an amazing pseudo-son who is as smart as he is, he would have laughed and slammed the door in their face. But now he does have that and he would do anything to get them back. *Set after the events of Infinity War*",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"A small snippet in Endgame when Steve and Natasha talk in the compound. Please review or comment, greatly appreciated. Thank you!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"how peter's team decided enough was enough and invited midtown over to SI to deal with their baby boss' bullying issue. Surprisingly, they didn't have to do a thing. or: the field trip fic [ Peter Parker & Stark Industries / 5 ]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Just a little story about our favorite non-romantic duo. Takes place during Avengers: Age of Ultron. Natasha is broken after the flash backs from the Maximoff girl. Clint tries to make sure she knows that's she's not alone. Not anymore.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Wanda Maximoff likes taking care of people, including her new Avengers teammates. One of the ways she accomplishes this is through cooking, becoming the team's unofficial chef. Vision cannot eat, but he can smell, and his nose often leads him to assist in Wanda's Kitchen. Written for AU-gust Day 14, Chefs.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crack fic of what I think would happen if the Avengers tried to throw a birthday party. Slight mentions of Alcohol. Purely Crack!,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
It all started with an invitation. The Invitation. In which Peter is invited to a gala and someone's a big fat meanie. But Tony fixes it though.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
She and Natasha have a bet you see and Carol Danvers is not going to be outmatched by one Bucky Barnes or the Winter Soldier. (Carol Danvers x Bucky Barnes),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"How Tony Stark cut off ties with Nick Fury and SHIELD, post-CW [ Peter Parker & Stark Industries / 3 ]",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Tony woke up to too-bright lights and white walls all around him. It felt suffocating. But, he supposed, this was a feeling he was used to. Being Tony Stark and Iron Man and genius, playboy, philanthropist was just so tiring sometimes. Or: Tony Stark post-Siberia [ Peter Parker & Stark Industries / 2 ]",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
The CCTV footage of Tony and Steve's fight is released to the world. What did Sam think of it? [ Peter Parker & Stark Industries / 1 ],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Omegaverse, Asexual Tony, please mind the warnings. Growing up, Tony doesn't think he'll ever know happiness, and yet, life has a way of surprising us.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
“This is this fight of our lives… Whatever it takes.”,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"""Let's show them what we can do,"" Freya tells her powers. Her voice now the distorted version it once was when they would assume control of her. Gladly. We are one, child. We are Mercury. There's moment of complete silence among them before it's broken by T'Challa's war cry. ""WAKANDA FOREVER!""",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"""What do we do, Cap? Merc?"" Sam asks. Steve looks down at Freya. With her eyes still on the opposing team, she feels his gaze on her. Her aura hasn't been ignited, but it flares up now, along with her eyes. Her answer to Steve's questioning stare loud and clear. Steve nods in agreement and turns his gaze back on the other team. ""We fight.”",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"""Worthy."" Freya's blood goes cold. The sickening feeling in her stomach hits again and amplifies. She gets to her feet when she spots a beat up Iron Legion suit limping out into the open across the room. ""No,"" the suit mumbles as it turns to them. ""How could you be worthy? You're all killers.""",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"After Pepper and Tony distances SI from the Avengers Initiative and SHIELD post-CW, they get overworked by the number of new projects they're working on. As such, Peter Parker forces them to go on a vacation and, in the process, gets roped into becoming the CEO of Stark Industries for the next two weeks. [ Peter Parker & Stark Industries / 4 ]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"One-shot story. After the battle with Thanos, Steve tries to see the proper ending for him and his lost friend.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"When Fury kicks Tony Stark off the Avengers team and literally uses Starktech to destroy the armor, Tony vows to have nothing more to do with both SHIELD and the initiative. But that's before he learns that SHIELD is spread too thin to rescue their ""beloved"" heroes after they are captured by the villain du jour. He may no longer have a suit, but that does NOT mean he's helpless.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""How'd I do, Captain?"" He blinks, completely confused as to what just happened. A small girl just handed his butt to him. Well, she's a grown woman. But still, she's so much smaller than him! He slowly stands, keeping his eyes on her. Analyzing her. Then, it finally clicks. ""You're Mercury,"" he states. Her smile starts to fade as she nods in confirmation. ""I am.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Home isn't always a place. Sometimes it's a person, or a team, or a family. Bucky needs to find his way home.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"A few more minutes' conversation allows the Avengers to discuss the Sokovia Accords in a more relaxed environment, giving Steve in particular a chance to point out the flaws of government oversight.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Set after the first Avengers movie, within the timeline of the Loki TV series - After ending the TVA, Loki and his allies find refuge in Loki's timeline and seek Tony's help. Tony is baffled, but too curious to turn them away. And Pepper thinks that taking in a group of Lokis is just asking for trouble, at least until she gets to know them better. Sylvie/Pepper & Mobius/Loki/Tony",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"""And somehow, against all odds, she survives. She doesn't know how. Her ledger is gushing red, her body does not stop aching, her demons still haunt her, but she survives. Perhaps death is not a gift people like her are allowed to receive."" *** Even the Iron Maiden is human, too.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Friends don't look at each other like that though. (Romanogers Oneshot, potentially a series of connected oneshots).",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"Spider-man singlehandedly defeats an enemy that even the Avengers couldn't on live TV. This is the aftermath. Or: the aftermath of Aegis, as seen through social media [What makes a hero? series / 4]",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"For the first time in two years, captured through cameras and preserved for the rest of time, Spider-man didn't pull his punches. He didn't calculate his strength. Spider-man let loose. He was going 100%. And as he did, the world goes quiet. Or: the obligatory OP Spider-man NYC fic [What makes a hero? series / 3]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"After Peter rips them a new one, the Avengers realize that they have a long way to go. or: the Rogue Avengers realize that they may have been too narrow-minded. [What makes a hero? series / 2]",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
The Avengers find out that Peter Parker is Spider-man and they have some thoughts on it. Or: Peter Parker gives the Rogues a wake-up call on actions and consequences and what it truly means to be a hero. (Newsflash: it isn't the equipment or the fancy spandex.) [What makes a hero? series / 1],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
There's something wrong with Tony.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"In another life, Peter Parker doesn't get bitten by a spider. But one would find that there would always be variables that stay the same, no matter how many universes and worlds you look at. That just happens to be Peter Parker and Tony Stark's relationship. or: Tony Stark, Happy Hogan and Pepper Potts all meet Peter Parker. The kid feels familiar for some reason.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"In the midst of battle with a certain Asgardian god, Bruce gets hit by a blast rendering him unconscious. When brain damage is a factor, what will happen when he finally wakes up? If he ever wakes up! (a request!)",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Part 3 of Cause of Attraction - An accident in training gives Peter a shock, and reminds Tony that he's a mere human with no special abilities. He decides it's time for that to change.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"Happy is dating and Tony really wants to meet the lucky lady. Except Happy doesn't want to tell him her name. A companion fic to ""Not a bad thing"", might be read as a stand-alone, has little to do with the rest of the series.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
So my series 'Rewriting the Way This Story Ends: The Avengers' was taken down. So I'm cross posting on Archive of Our Own and Wattpad open the story to read more details and link to the stories,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"When the same answer to an unusual question gets five students assigned the same summer study group, they have no idea what to expect. Modern AU - where our lovely avengers are teenagers thrown together in a summer school program. Cue much protectiveness, whump, h/c, and friendship. (SEQUEL - Advancements)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Her glasses slipped to the end of her nose when she read and as he passed by he watched as she pushed them back up with her forefinger and tucked her hair behind her ear. As he ran by again she surprised him by looking up suddenly from her book and he quickly focused back on the ground in front of him, hoping she hadn't seen him looking.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Alternatively, Peter Parker's Thoughts from his Premature Coffin. Shameless Peter whump and angst because I'm terrible.",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"No one expected the Hulk to be taken out so quickly. Even more so, no one expected what that meant for Bruce. PROMPT: Bruce gets hurt, or blind, or gets amnesia and loses his memory or something and the others have to take care of him.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
An alternate ending to Loki (2021). He Who Remains is not who Loki and Sylvie expected. Not at all.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Steve/OC - When Tony's desperate bid to protect the world ends up putting it in more danger than ever before, it's up to Steve and Olivia, his wife, the 1940s super soldiers, to help lead the Avengers to victory against Ultron. But when two Enhanced twins force them to confront their worst fears, even their fortitude may be put to the test. Fourth in the Medic Examinations series.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"After hearing Peter Parker's passing comment regarding dogs, Thor decides to look into getting a puppy. He is excited to adopt his new war companion, a Saint Bernard, who ends up being quite mellow once he gets a bit older. Loki makes an appearance a couple years later, and tries to stir up some mischief.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hoping to cheer up Tony, Steve plans a Christmas Eve in New York City.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"May and Peter are moving to the Tower. While packing the apartment they find the old photos and share stories. Set after ""Titles don't matter"". It can be read independently, although the previous fic is referenced (in one line tho). Reposted from AO3",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Peter Parker is just your friendly neighborhood Spider-Man with some not so subtle ties to the avengers. Now will they notice when our young wall crawler starts to act not so himself? Or will Venom get his perfect host.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The fine hairs on her neck tickle and she smiles as she feels the weight of his eyes on her. Her heartbeat quickens. Her hands raise slowly, lacing her fingers behind her wet braid. Her mouth quirks in a smile. ""You're slipping, Barton. I tripped your trap ages ago."" - post Avengers: Endgame.",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"Tony decides to take Peter out to a fancy restaurant in celebration of his good grades after starting college. It's just a dinner, nothing could go wrong... Right?",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""I hate the Russian language..."" Natasha, Peter, and Bucky simply cackled with amusement.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Tony was the only avenger who knew Spider-Man's secret identity. When Peter gets a call from Ned in the middle of a meeting, the other avengers come to their own interesting conclusion. One shot.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"In 2024, Bucky Barnes follows a lead about more super soldier serum that takes him to Siberia. He encounters the unexpected and finds himself in 2014, shortly after the Winter Soldier vanished. Completed stories. I'll post one chapter every 1 to 2 days. Notes: This is a revision of a previous, very recent story due to formatting issues on the site (some updated content, as well)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Betty frowns, glancing around them. The crowd of students is still growing as people arrive, but nowhere can she see— The pieces fall together. ""Oh my God."" No Ned Leeds, and no Peter Parker. ""He stood you up, didn't he?"" (Betty and Liz. Homecoming, and what happened after.)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"First, Happy was dating some mysterious woman. Then his new nephew turned out to be superhero. And now Tony somehow gained a kid. Sequel to ""Not a bad thing"", might be read independently, but probably will make more sense if the first one is read. Reposted from AO3",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"The year is 1992. Melina Vostokoff is only twenty-two, but she has already been cycled through the Red Room five times. She knows better than to form attachments, that love only brings pain. And yet, this little pretend family they've created doesn't seem so pretend anymore...",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"""Loki, you need to stop,"" Tony's voice rang through the room. Loki didn't move in the slightest as he continued regardless. ""I can't stop now when I've come so far."" Loki's voice was slightly hoarse and had a manic edge to it.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Take a dive into what Morgan’s day might’ve looked like if Thanos never got the stones.,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Peter Parker is a disaster child and accidentally became the cryptid of Stark Tower.,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"In the spring of 1995, the Winter Soldier hits his head during a mission. In the spring of 1995, seven year old Darcy Lewis gets lost, and looks for a safe person to sit with. Improbably, they end up on the same bench. - Fluff, very little angst. AU. Kid!Darcy in the beginning, adult!Darcy at the end. Ending can be read as pre-Wintershock, or not, as you choose. ;)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"'I found Dreykov's daughter.' 'You-she-what? But isn't she, you know, dead' After Black Widow and before Infinity War, Natasha catches up with Clint and Steve, and shares a little about her latest escapade.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"What if the other half got snapped? Thanos gathered the six Infinity Stones and snapped his fingers, eliminating half of all living beings. But this time, the other 50% survived the Snap: Doctor Strange, Spider-Man, Guardians of the Galaxy, Wanda, Bucky, Falcon and Black Panther, among other characters. Only they will be able to reestablish the balance of the Universe.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"""Touché."" He hummed, raising an eyebrow. ""You sure you wanna date a white girl?"" ""Samuel, your boy is literally whiter than milk."" (Or: the Sarahmay and Sambucky fic no one asked for. Cue boatloads of pining, banter across the board, and an exploration of the different ways people can fall in love.)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Spider-Man and Peter Parker may be two sides of the same coin, but they are not the same. Spider-Man may not be able to lift Mjolnir, but Peter Parker can. AU where Peter is worthy when it matters.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"TVA keeps the Sacred timeline in check, anyone creating a branch will be accessed and tried for their crimes, even the ones who were smart enough to overcome their challenges like How It Should Have Ended (How It Should Have Ended Fanfiction X Loki fanfiction)",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
