,Summary,Adventure,Angst,Crime,Drama,Family,Fantasy,Friendship,General,Horror,Humor,Hurt_Comfort,Mystery,Parody,Poetry,Romance,Sci_Fi,Spiritual,Supernatural,Suspense,Tragedy,Western
252,"Complete. Naraku's dead, and Inu makes a wish on the Shikon to bring back all the innocent people killed during the shard hunt. Kikyou comes back, and problems arise between Inu & Kagome. Kouga helps Kagome through the betrayal from Inuyasha. KagKouga",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
253,"AU. She was the most sought-after demoness at court, but no suitor could conquer her. He was only trying to feed his family when his stray arrow felled a mythical beast. A kind-hearted man. A fierce lady. A romance told in bits and pieces. Genderbent SK. COMPLETE.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
254,Kagome and Inuyasha were once America's favorite pair figure skating team but then he dumps her. Sesshoumaru knows this is his chance to get Kagome to skate with him and offers her a chance to make Inuyasha suffer and feel humilated like she does.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
255,"AU.OneShot. Kagome gets to know Inuyasha's older brother, who likes to sit behind a computer screen and on the whole is a weird guy. And somehow ends up liking him a lot.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
256,"[Kagome/Sesshōmaru] Violence was normal in Kagome's life until one day, the final betrayal was the final nail in a coffin that drove Kagome from the one she thought she could trust into the one she had no idea she could. [AU (obviously)] COMPLETE",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
257,"...a red one sprung from the corner of her mouth. At that moment, he finally realized what he had done. He held her lifeless body close to him and cried out his sorrow and regret. And then...he woke up. BanXKag.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
258,"When the well takes Kagome further back in time than usual, she meets someone she never expected and is in for an adorable surprise.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,"Kagomes new job is the worst with long hours, late nights & crazy co-workers. When she finally meets the boss she's ready to kill & she has never been one to keep her mouth shut like a good little girl should. Poor Sesshomaru never saw her coming -OneShot",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
260,A demon who places a love curse on Kagome. A youkai determined to get revenge on his younger brother by taking Kagome as his wife. But Sesshomaru never expected his bride's response to his touch or the rising desire he had to touch her (Complete!),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
261,Why does Sesshoumaru hate Tenseiga so much? [Sess and Inupapa] [oneshot],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,"AU. A lone wolf, a ship wrecked, a tropical island, and mistaken identities. When marooned strangers bluff their way into an exclusive resort, they'll need all their wits to survive. A small story with small chapters. Kouga x Kagome",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
263,"Many say that the real ending to Inu Yasha isn't the right one. They don't believe that Kagome should have remained in the modern era, attending college and working at a museum which was owned by Sesshoumaru himself. SessKag",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,"In every story in which Sesshoumaru survives to modern times, he is always rich and well off, but this story is different. Surely a creature as mundane as hope can't be that hard to capture.(SessKag)",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
265,Rin is growing up. She's going through changes. But is Sesshomaru ready to deal with them? And Jaken isn't helping. [oneshot],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,"[sesshkag]Okay, there was a slight problem here. We were all just minding our own business, happy as clams, brids chirping in the background, when none other than Sesshoumaru arrives and joins our group in a most unusual manner. Turns out...there's a spel",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
267,"COMPLETE AU- Inu-Kag, MS, SR Pretending to be Kikyo, Kagome marries Inuyasha to prevent a war. They soon grow close, but will their love last through her lie and the real Kikyo's attempts to reclaim what is hers?",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
268,"COMPLETE! Finally! Complete waff and fluff! You have been warned! Do not procede without toothbrush in hand! Rated for some swearing. IYKag, of course!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
269,"After the jewel has been destroyed Kagome and Shippo find themselves thrown even farther in the past than before so far back that the Inu no Taisho is still alive, the question now is with her knowledge of the future will Kagome save her best friends father who he never got to know and will she change the heart of an icy prince for the better? Read to find out!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
270,"Having lived with his strict and abusive father for so many years, young Sesshoumaru must now tolerate the arrival of his new mother and halfbrother. Chapter 9 up!",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,My MirKag drabble and oneshot collection. A little harmless flirtation never hurt anyone. NEWEST: 'Bait' A drabble. Miroku was a gifted angler...,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
272,"Too curious for her own good, Kagome unseals a powerful and hot headed poltergeist from an old katana on the night of Halloween. He's rude, he's crude and possibly the sexiest boy she's ever met. Too bad for the dead part..IK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
273,Rin runs afoul of an angry villager while she is foraging for food. Sesshoumaru finds human concepts of child discipline utterly barbaric. One Shot.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,"Kagome and Sango are forced to go to a camp that they think isn't kool for their age. But when they meet Inuyasha and Miroku, everything changes. So what happens when you mix a couple friends, a horrible past, and a romance bug? And what's this about murd",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
275,"Sesshoumaru has been sricken with an unknown illness, which causes him immense pain. Not knowing what to do, Jaken suddenly remembers something that he had seen on the battlefield.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
276,"Princess Kagome runs away from royalty in disguise as a peasant and is captured by the rough bandit, Inuyasha. What will happen when he discovers she's holding exactly what he's been searching for?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
277,"Kagome comes home to find Inuyasha badly injured and reacts in a way that surprises her mother. Mrs. Higurashi wonders: who is this strong, unwavering young woman who looks like her little girl?",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,"InuKag AU. The girl who is awaiting her destiny, and the pirate who is running from his past. A mysterious jewel, a terrifying pursuer, and a long lost friend will bring them together on an adventure upon the waves...",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
279,Naraku was killed and jewel shattered again. After Kagome was poisoned and saved by Sesshomaru some strange things are happening to her. In the mean time our miko is trying to prove to Inuyasha that she's not weak. SxK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
280,"[AU] At the age of ten Naraku cast Inuyasha into a life of slavery and exile. Now, the boy has become a man, and with the help of a courageous woman he begins a revolution to avenge his family and put an end to evil's tyrrany.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
281,"After Kaede's death, Rin returns to live with Sesshomaru. As she develops into a woman though, her feelings grow to be more than just those of a girl towards her master. Ties are severed, new enemies arise, and feelings are exposed as lives are laid on the line. SessxRin",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
282,"In the beginning, Rue Thompson would have given anything to escape from her albinism because of all the negativity it brought her. Aside from having white hair and yellow eyes, she was just another normal girl... right? WRONG! During a class field trip to the Higurashi Shrine, Rue is somehow dragged into the Feudal Era where she discovers the shocking truth about who she really is!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
283,"A collection of short stories giving a deeper insight the Inuyasha characters ranging from childhood to the future. Mainly centers on Inuyasha and Kagome, but will involve the entire cast.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,"Drabble Series! After a severe blow to the head, Kagome thinks she's back three years in the past; collecting the jewel shards before Naraku does. How do her friends tell her otherwise? More importantly, how does a certain taiyoukai convince her that he's the one she loves, not Inuyasha? Follow their adventure as Sesshoumaru recreates his favorite memories with his miko!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
285,"When Kagome was captured by the thunder youkai, she never thought that Inuyasha would give up on her. And she never thought that she would have to tame a wild beast, before it destroyed her first. HITEN/KAGOME chap 15 updated",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
286,"""You will mate the first female to enter this hall,"" said his Grandfather. For a second Sesshoumaru tensed then cut frostily: ""No."" ""Yes and that's final!"" Drabble chapters, post cannon. longer chapters later. Sesshoumaru/kagome",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
287,A girl wakes up in a strange place and ends up saving Rin from a bear demon. After saving Rin she is kept to be Rin's nanny and while she is at the palace a long forgotten history begins to resurface. What will happen? Please enjoy :) Rated T for later chapters.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
288,"Kagome gets captured by the Shichinintai during a battle. Rating may go up. My first Inuyasha story, unusual pairings later on! Some angst too.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
289,"Fulfilling many a fangirl's dream - Kagome gets her hands on the killing perfection's perfect hair. Subsequently, Sesshoumaru gets his hands on the miko. One shot, WAFF, SessKag, not smutty *sorry guys*",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
290,"When Inuyasha lets Kikyō join the pack without Kagome's consent, she and Shippo leave the pack. Along their journey, they make a new pack: a dragon demon prince, a kind-hearted onmyouji, a white tengu, and a hanyō lion cub. Some Characters belong to Rumiko Takahashi. But OCs belong to me.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
291,"He was a lost cause and they thought therapy might help him. Therapy didn't, but the daughter sure did. [ONESHOT]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
292,"Kagome is attacked and must depend on Sesshomaru to save and nurse back to health, but while healing is taking place will something else develop too? [SK]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
293,"In a fight with Sesshoumaru, his poison gets into Kagome's eyes, blinding her, and Inuyasha sends her home for good. Her family moves away from the well and into a house that turns out not to be empty. Kagome sets out to befriend the mysterious 'ghost'.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Being turned into a puppy is bad enought but traveling with his brother as Kagome's pet will bring a new prospective to Sesshomaru's now hectic life.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
295,"The city is recovering after a crippling war against Naraku. But while time moves on, Inu-Yasha doesn't. Plagued with guilt over a terrible deed, alcohol is his only escape from the nightmare of reality. At their wit's end with him, Sango and Miroku are on the verge of giving up until Kagome Higurashi arrives to take him under her wing. Modern-day, AU. InuxKag **COMPLETE**",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,"My InuKag drabble and oneshot collection. NEWEST: 'Attachment' Inuyasha is living in the past, but the future is closer than he knows.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
297,"She's rude, annoying and takes great pleasure in winding him up. So why is Sesshoumaru drawn to Kagome? Sess/Kags pairing set in the present day. please read cause it's my first! Thanks. Rated T to be safe. Nominated for best AU in Dokuga awards!*faints*",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
298,"A power is granted unexpectedly. Again. Whatever happens, it might be something even the great Demon lord cannot handle. A woman with a weapon is never something any man would want to deal with.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
299,Inuyasha and Kagome are best friends and they are in high school. Then Inuyasha starts to fall for Kagome... Someone wants Inuyasha dead.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
300,Once again the brainless Inuyasha got caught with the infamous Kikyo. Kagome decided she'd had enough and started to travel with a certain Demon Lord...the prophecy would begin.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
301,"On a seemingly normal trip back to the modern era, Kagome suddenly realizes the consequences of playing with the past. In trying to discover a balance between two vastly different worlds, she finds help from the most unlikely of sources. COMPLETE",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,Forbidden love in the Sengoku Jidai ...,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
303,"It's over. The only thing left to do it put the broken jewel back together and find everybody. Instead, Kagome spends a rainy afternoon in a cave with Sesshoumaru. Discussing philosophy and her miko education? Oneshot, complete, don't own.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
304,"SesKag-Kagome's mom just died, forcing her to move in with her VERY rich aunt. Kagome's aunt absolutely dispises her and the first chance she gets, shippes Kagome off to Shikon Boarding School. There she will meet someone who will change her life forever.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
305,"Inuyasha likes his space, but he's willing to share. 3rd Place Best In-Character Fiction at Feudal Association.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
306,"Ever since he'd first laid eyes on her, Sesshoumaru had been amazed and he continued to be awed by her, Kagome.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
307,"COMPLETE Kikyo uses a spell to exchange bodies with Kagome, leaving Kagome stuck in the dead shell and Kikyo comfortably human. In the aftermath, Inu-Yasha faces difficult choices. InuKag, not very Kikyo-friendly",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
308,Inuyasha-X-men Evolution crossover. Kurt-Kagome romance. Kagome's sick of the way Inuyasha always runs to Kikyo(ggrr I hate her) so she decides to leave for good. What new adventures await her when she joins the X-men? New chapter 26 up! Thanks to all the,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
309,Kagome is running a kissing booth for charity but isn't having any luck with donators until she gets more then she bargained for. ONE SHOT!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
310,"Kagome & Kikyou's parents have announced that they have found their grooms for them, now kagome, who is getting engaged to Sessh. is going to spend her summer at their palace, but what will happen when she meets his younger brother InuYasha? Complete",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
311,"When Kagome and Sesshoumaru were little they always hated each other. But 15 years later when they meet again in Kagome's Mom's banquet, they find out that their engaged! So what happens when we throw Mr. Arrogant with our sweet Kagome? Let the fun begin!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
312,"I met him in the cereal aisle of a grocery store as I tried to hide from Kouga and asked him to help me. It would have been a failed attempt if his daughter hadn't stated ""You're pretty!"" and distracted us enough for my idea to work.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
313,Kagome gets seriously hurt and the only way to save her is to turn her into a hanyou this can create big truoble for her in the modern era and she also has to deal with her mate: Inuyasha (Chapter 15),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
314,"Woes and wails and puppy dog tales, that's what Inuyasha's made of! When a puppy infected with canine distemper bites Inuyasha, all sorts of hell break loose for everyone's favorite hanyou. Won IYFG's Best Oneshot award and won second for Best Romance.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
315,"After mating with Inuyasha, Kagome needs to go back home to study for a math test. However, the well gets sealed off and Kagome is unable to return to the past. Not for five years that is. ONESHOT, Edited: October 1, 2011",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
316,"A/U three-shot. What happens when Mattaki falls for Kagome - but she's dating his son, who happens to be cheating on her?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
317,"Life in the household of the West is altered by a moment of acceptance, if not forgiveness. Oneshot, complete, don't own, Sess-centric. Implied future SK.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,"Oneshot. An alpha protects and cares for his pack. When Kagome comes back from her own time injured, it is up to Sesshoumaru to make it right.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
319,Kagome receives some unwanted male attention while staying at a village and it leaves her feeling uneasy. Inuyasha is having none of that.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
320,It has been years since the well was sealed and Kagome had finally believed that she had put the past behind her. Turns out the past wasn't quite ready to let her go. Slightly AU; Modern! Connected Snippets. Miroku/Kagome!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
321,Oneshot. Lessons learned in childhood last a lifetime. They mold young minds and shape their futures. The things that left the biggest impressions on Sesshoumaru were his father... his teacher... and an egg.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,"AU Kagome gets assigned to do a group project with the new transfer student, Inuyasha, but it only turns into something else when she lays eyes on his older brother...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
323,"I: Until he fell down the well and 500 years into the past, Inuyasha didn't believe in legends. His beliefs were challenged when he found himself in a world in which said legends are reality. Problem? He wants to leave that world behind, while it is unwilling to let him go. And so he begins a search for a substitute for a duty, aided by Kagome, his slef-proclaimed hanyo protector.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
324,Moonlight can't exist without sunlight. SessKag short oneshot.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
325,[COMPLETE] Inuyasha is a rich prep. Kagome a punk rocker. See as these two worlds collide in the simple life of high school. You can't always believe in love at first sight! InuKag MirSan Ship?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
326,"Kagome gets way caught up in the moment during a concert, I mean kissing a member of the best boy band ever, the Sengoku Scenesters? Crazy! But even crazier is Inuyasha kissing back. Now he and his bandmates are on the run from his psycho girlfriend...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
327,Inuyasha Takahashi's a well known billionaire while Kagome Higurashi is just trying to get by in life. What happens when a certain picture of Kagome is circulated on the internet and intrigues a certain hanyou? UPDATE! I am back and hope to finish this story during Spring Break!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
328,SessKag Kagome falls backward into the well after being frightened by Buyo and dints the wood. She wakes up to find she is farther in the past than she wanted to be. InunoTashio is still alive! being revised,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
329,"One Ranch, two brothers, Miroku and Kouga one thinks he's God's gift to women and the other won't have anything to do with them. Enter two fillies that refuse to fit that mold. KK, MS cowritten with KitKats",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
330,"When Kikyou's spell goes wrong, leaving Inuyasha with the basic instincts of his Inu half, Kagome learns the true nature of his feelings. When the spell wears off, he's left with the memory of all that has happened, and Kagome's feelings as well…",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
331,"[InuPapaKag] Trapped in the past after a wish on the jewel to make her friends happy, Kagome befriends a spirit, not knowing his identity. What if said spirit only needed a reason to live? «Fluff» Possibly permenant hiatus pending rewrite.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
332,Kagome has a secret she feels is best left hidden but can Sesshoumaru leave her alone? Written for weekly perfection prompts on dokuga contest.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
333,"Kagome's heart has been broken by Inuyasha yet again. Sesshomaru has taken Kagome away. With Naraku still to be defeated and Kagome now traveling with Sesshomaru, anything is can happen. Read more to find out!",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
334,"AU. After finding a hanyou pup that is supposedly his, Sesshoumaru does the most honorable task any demon can make—becoming a daddy. But with the help of his half-brother's secretary, maybe being Daddy Fluffy won't be so bad. SessKag. SEQUEL IS NOW UP.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
335,"""Tell me Higurashi, did you and the mythological Lord have tea together?"" Her teacher asked sarcastically. ""No professor, The Lord of the Western lands and I never had tea together, although we did spend Christmas together."" was her simple reply. S/K",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
