,Summary,Adventure,Angst,Drama,Family,Friendship,Humor,Hurt_Comfort,Romance
1256,"""She starts to crawl back because her entire life is in that car... she's just a little too late because it explodes in front of her eyes"". Finchel; Tartie; Quick; eventual Puckleberry relationship; Pezberry, Brittberry and Cherryford friendship.",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1257,"After Finn leaves the tree lot, how does Rachel get home? Who does she call? Especially after Santana's cutting remarks at Sectionals? These were my questions, and here is my answer. AU ending to A Very Glee Christmas - NOT Finn or Santana friendly.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1258,"S3 AU. Brittany doesn't believe in unicorns anymore, Rachel's dreams are as dead as the world, Santana is no one's hero…and Quinn? Quinn's just trying to breathe. The world as they knew it is gone -now all they can do is survive. Zombie Apocalypse. Faberrittana Friendship. Slow Faberry. Character Death. COMPLETE",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1259,"""The dreams themselves attracted scientific interest. And if the fact that every person dreamed of a different voice wasn't enough, the realisation that the dream-voice belonged to the individual's soul mate made it damn fascinating."" soulmate!Klaine",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1260,"Brittany and Santana go on vacation to Disney World. What could possibly go wrong? Sequel to 'Winner, Winner'.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1261,"A household accident leads to some freaking out, some brotherly bonding, immediately followed by a little more freaking out, and then Hudson/Hummel family bonding.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1262,"Kurt never really let himself get close to people. Yet, he quickly finds himself pouring his heart out to a boy he's never met over the internet. In the beginning it was just about having someone to talk to. In the end, it was about love. AU and maybe slightly OOC.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1263,"Six/Rose; Nine/Rose; Part Four of the Prompts series. Since the incident with Pete, the Doctor has been acting strangely, but before Rose can do anything a man in a ridiculous outfit appears in the TARDIS, who happens to be a past version of the Doctor. He's rude, he's annoying... and he seems to be flirting with her. Can they save the universe while the past Doctor stirs up drama?",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1264,"What if the Dalek shot Rose instead of the Doctor in ""The Stolen Earth""? A life changing event maybe?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1265,"COFFEE SHOP AU. She only came around every Wednesday at half past 1 in the afternoon. Sometimes, she ordered tea. Sometimes, she ordered a very complicated coffee order that the baristas would always need her to repeat it at least thrice over. And she always, always ordered a drink with a mini soufflé to pair it with. He had started calling her ""Soufflé Girl"" in his head.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1266,"Jack wakes up just a tiny bit quicker at the Game Station, in time to witness the Doctor save Rose's life and to board the TARDIS with them when they leave. How will Jack's presence change the events that follow the Doctor's regeneration and the trio's subsequent arrival in London just before the Sycorax invasion?",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1267,"With Rose nine months pregnant and feeling a little glum at the prospect of three months still remaining, the Doctor makes a drastic move to lift her mood...he attempts a gesture of romance. ** 6th in the Falling Slowly series**",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1268,"A 10-Step Guide to Living With Your Not-Quite-Time-Lord Man. Rose/Ten II. Things never go quite as intended as Rose and the Doctor get used to living everyday life together. Still, Rose wouldn't have it any other way.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1269,Five things the Doctor doesn't like about Amy Pond. Written for Challenge 3: Five Things/Times at big jumps. Canon-compliant. Warning: contains profanity.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1270,"Theirs is a story told out of order. And maybe there's just something about libraries. Rose/Nine, Rose/Ten.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1271,"Continues after ""Falling Slowly."" The Doctor and Rose attend the wedding of Jackie and Pete. **2nd in the Falling Slowly series**",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1272,"Bad Wolf could never be severed from Rose, not fully. She was created to protect the doctor and it didn't end on the Game Station. Rose Tyler and the Doctor thought their story had ended and they would never be see each other again, but Bad Wolf intervenes. Their story isn't over just yet. A Ten!Rose Reunion Fic featuring Bad Wolf in epic proportions!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1273,Donna Noble for Eleven?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1274,"Rita Stone lives in our world. The world where a big blue box bigger on the inside is simply impossible. However, this all changes after what is most definitely an impossible event. Then again nothing is impossible with the Doctor. Follow Rita through time and space, learning about herself while struggling to comprehend her new life travelling with the Doctor and his companions.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1275,"AU ending for End of Time. When Doctor went to 2005 to see Rose one last time, what if he had saw a different Rose? Instead of seeing past Rose, Doctor runs into Present Rose who has been using the dimension cannon to find him. How will this change Eleventh Doctor's timeline? AU Reunion Fic, Rose DID'NT APPEAR in 'Stolen Earth' and 'Journey's End', he hasn't seen her after Doomsday",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1276,Happy!Who fic. The Doctor says it wasn't time for monsoon season yet. Rose meets someone who may know a little better.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1277,Clara works at Coal Hill School. The Chairman of the Board of Governors visits her on her first day; a certain Ian Chesterton. She takes it upon herself to arrange a reunion.,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1278,"When she's alone in the TARDIS, Amy Pond takes the opportunity to discover what lays behind the four doors the Doctor has forbidden her to enter. She learns more than she ever expected about her Raggedy Man and his previous companions.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1279,Rose Tyler is unpacking for her next school year when the Tenth Doctor arrives to whisk her away on a date and he thinks Christmas on the planet Mistletoe sounds perfect. Yet there is a shadow over the planet even on the night that marks their 500th anniversary and an old friend reenters Rose's life to make things a bit more complicated. This is a Christmas special for Guardians.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1280,"Trapped in a parallel world, she waited for her saviour. She goes by Violet, but not only her name is a secret. Monsters cower before her past, and when all is revealed, where will she belong? She caused destruction. She feels the pain. Envied by many. Loved all the same. Doctor/OC Romance!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1281,"before the Doctor, during the Doctor, and near the end of the Doctor. they have met",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1282,"With colds, Rose and the Doctor go to Jackie's to be looked after. It escalates from there. Heaps of 10/Rose in all forms: Fluff, Angst and just old fashioned romance.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1283,"Kate was a normal girl. You know what I mean. Then a strange man with a blue box shows up and now she is jumping through his timeline. Now the one man she thought was a myth becomes her hero, but in the end will she be the hero to finally bring him home? 1st Doctor-12th Doctor/OC. War doctor is included.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1284,In which Rose has a chance to meet every incarnation of the Doctor. But she is in danger. But danger from death or emotional heartbreak? DON'T LIKE DON'T READ! Must have at least a little concept of the Classic Series to understand,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1285,"AU. The Doctor, recently promoted to CEO after the early passing of John Smith, enters his new job with short-lived surety. And then he meets the COO, Clara Oswald, who's just as determined to show the Doctor who's really in charge as she is to show him he'll never live up to his predecessor. Unfortunately for them, control doesn't exist in matters of the heart.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1286,"When the Room first appeared, the Doctor stared at it in horror and ordered his ship to put it away again. Based on the drawing by Alizarin Skies.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1287,"It's the Doctor and River's last date. He's holding back the tears well enough, managing to laugh and eat and have a moderately good time. That is, until... until she tells him. That wonderful surprise she's been hoarding. And he breaks.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1288,"Immediately post-Journey's End. The Doctor and Rose pick up where they left off. Angst-free, in-character fluff ensues. (Revised/rewritten as of 12/17/12.)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1289,"""If you don't like my new body...I'm sorry, but I'll always be the Doctor."" He said honestly, and her gaze fluttered onto his. ""And the Doctor will always love Rose Tyler."" The Eleventh Doctor is faced with Rose, who at first struggles to accept him.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1290,"Rory and Amy's wedding night was everything Rory wanted. What he didn't expect was waking later to find the Doctor, in pajamas, watching them and trying not to cry. He's not used to them all LIVING. Rory/Amy, with platonic Doctor cuddles.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1291,"After the events of The Girl in the Fireplace, Rose, Mickey, and the Doctor think about how much is enough. Story is now complete.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1292,"Set in the Golden Rose verse. A collection of one-shots, drabbles, missing moments and deleted scenes from my main fic 'A Golden Rose'. General fluff, angst, romance, humour. Requests in the reviews. Read and enjoy!",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1293,A series of missing scenes taking place during The Impossible Planet and Satan's Pit. The Doctor and Rose struggle to say the right thing when faced with their demons.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1294,Rose Tyler proves that the Doctor is not the only one with the gift of the gab.,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1295,The Doctor is seriously injured... and Martha doesn't know how to save him. COMPLETE. 10th Doctor & Martha. 10th Doctor whump!,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1296,"There it was. Right on the TARDIS console. A big, red, threatening button, quite blatantly labeled ""Must Not Be Pressed Under Any Circumstances"" 10Rose",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1297,"After the events in the hospital on New Earth, the Doctor and Rose have a conversation on their way back to the TARDIS, with interesting results. *Spoilers through S2 New Earth and DW Books: Only Human and The Monsters Inside.*",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1298,"The Doctor takes Rose and Jack to various places. Trouble has never been so dangerous, nor anywhere near so domestic. Response to Chibi's Now Random Nonsence Challenge.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1299,"After Reinette, Rose and the Doctor confront what they both really want from their relationship. A situation that could have pushed them apart instead is the catalyst to pulling them closer together.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1300,"""But no one is in control of time. Not really."" A brief conversation between the Doctor and Clara leads to the Maitland's acquiring a week-long visitor. A visitor who happens to know very little about domestic life.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1301,Just as it says. Never have another problem with your Tenth Doctor again with this handy guide!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1302,"Ten and Rose wake up in a manor in the middle of nowhere, before they discover their own tombstone in the manor graveyard. Where are they? What happened? Can they follow the planted clues and survive the journey through the manor? [Major Whump: Ten, Rose]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1303,"Jack should have stayed in bed that morning. Furious Time Lords, time machines behaving oddly, something you might have wondered about, and an impossible problem all come to breakfast. One shot.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1304,Rose wonders why the Doctor keeps trying to creep up on her. Happy!Who fic.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1305,"This was not his fault. It was absolutely, positively, 100% not. his. fault. Rose is angry and the Doctor is brooding...when he discovers one of her magazines on the jumpseat. Out of boredom (so he would claim), he begins to read one of the articles and then realizes he may be in way, way over his head.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1306,"The Doctor and River run into Jack, who's a bit befuddled about their relationship.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1307,"It didn't even matter that he only had one heart beating in his chest. This was what she had crossed universes to get back to, and now they had a chance to build a life together.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1308,The Master has been in the 21st century for two months when a chance meeting with a blonde in a leather jacket leaves him uncharacteristically shaken.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1309,"Rose Tyler has been stuck in Pete's world for six months, for her. For the Doctor, it's only been a few moments. As a strange ginger bride is transported into his TARDIS, Rose Tyler is transported back to her universe. Inspired by a quote in the Runaway Bride.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1310,"After a quiet night out, Rose sets the Doctor a challenge he can't refuse. Laughter and love ensue. Ten/Rose Fluff.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1311,"Follows on after ""Forever's Beginning."" A year after their marriage, an incident causes the Doctor and Rose to lose their memories of the past three years. The Doctor faces his greatest challenge as he is suddenly forced to re-confront his past repressed feelings for Rose, who apparently is now his wife. **3rd in As It Should Be series**",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1312,"{Co-write with the-writer1988} Lying in chains in the basement of his captors for a ransom, the Doctor's clone had never imagined life in the parallel world would be this painful... [Major Whump: 10.2 / Minor: Rose]",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313,"The Doctor's reaction to Jack and Martha's conversation in ""Utopia"" is just a little different. ""He couldn't stand them speaking about her as if she was nothing... just another human."" Stars: the Doctor, Martha, Jack. Appearances by Rose and Jackie.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1314,"My take on ""The Family of Blood"" with Rose... 10Rose.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1315,"Set in the ""Falling Slowly"" 'verse. The Doctor and Rose pay a visit to an old friend. **3rd in the Falling Slowly series**",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1316,"After sacrificing himself to save the universe, the Master finds himself somewhere highly unusual, and reunites with the Doctor to witness the most impossible day in creation.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,"Donna has witnessed someone come back to life before, but seeing two people come back to life just from the sight of the other, was something she would never ever forget",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1318,"10th Doctor. 'What I'm looking for... is a Time Lord.' When visiting a winery, the Doctor starts to feel unwell. Warning: DocAngstHurt",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1319,"When a badly injured Doctor turns up on Torchwood's doorstep, Jack lets himself in for something more than he ever bargained for. Because when something is really, truly shattered, how do you put it back together? Doctor!Whump",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1320,"The Doctor, Martha and Donna travelled together in the Tardis and despite his smiles, he's still mourning the lost of Rose. Rose is trapped in the parallel universe, until she woke up at Torchwood after a weird dream. How the Doctor's will react about Rose's return? Martha is in love with the Doctor ... (more inside) -Chapter 16 is rated M- (1st in the 'Forever and Always series')",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1321,"She is an eccentric 15 year old from America. But she's running, as far as her legs will carry. She has no home, no family, she didn't exist before 2005. The Doctor runs into this girl, and finds out more about her than he wanted to. She's Terra Johnson, and she's the Last Time Lady. Part 1 of Fallen Star Series. In the Spencer Saga. T for swearing.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1322,"What if Rose had been with the Doctor when he met the Family? And what if they went to Rose's time, instead of 1913? And what if the Chameleon Arch didn't take away his memories? T overall, but M for chapter 4.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1323,"So, there's lots of bad stuff happening, possibly the end of the universe, the Doctors curious as to Amy's past, and there's going to be dragons. Oh, and he is most definitely not falling into the L-Word. Of course. spoilers for 5x05, various genres.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1324,"The Doctor, Amy, and Rory visit a tropical planet where the people are supposed to be peaceful. Something's gone horribly wrong and as they try to help, Rory learns more about the Doctor & himself. Set between Amy's Choice & Hungry Earth in series 5.",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1325,"Written from the prompt ""Jackie accidentally gives the Doctor aspirin"" for the onetrueshipfest on LiveJournal. Rose/Ten Pairing during Season Two.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1326,"A little girl escapes the Time War when the Timelord's return in ""End of Time Part 2″. The newly regenerated Doctor must now raise the little girl while trying to find out why cracks in time keep following them around.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1327,"Due to some vortex manipulator trouble, Eleven and Ten suddenly switch places! Ten/Rose, Amy/Rory.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1328,"Or, Five Times the Doctor realizes that Rose Tyler is Dangerous, and one time he really doesn't give a Damn. This is set in my ""All Roads Lead Home"" universe at various times before and after ""The Long and Winding Road."" 9,10,11/Rose",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1329,That name has haunted him for all of his life. Reunion. One shot. Please Read and Review.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1330,"What he does most, locked in this little cell of damp cold rock, is talk to Amy. He tells her all the things he always wanted to say. Everything he ever thought and hoped and dreamed.",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1331,"For the first nineteen years of Rose Tyler's life, nothing happened. Then she met the Doctor, and Amy and Rory, and everything changed. She saw the universe and made a difference. But then they were warned: Silence will fall. AU.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1332,I know you are probably like 'oh not another baby one' but I just love the idea of the Doctor and Rose having a baby and so I had to write one of my own. Tenth Doctor.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1333,Rose thinks that it's funny the Doctor's alias is 'John Smith' she used to have a friend called John Smith who used to help her with her homework... She starts to get scared when other memories begin to surface.,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1335,"just a what if Rose was trapped in the TARDIS not Donna, just what if Donna has a fob watch? R&R",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1336,"Emma is six the first time she meets the Doctor and twenty six the first time the Doctor meets her and sweeps her off in the TARDIS. Along the way is friendship, adventure, healing, sarcasm and love. 10XOC Slowburn Canon Divergence. Part One of the Prolonged Promises series.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1337,"AU where Sherlock never met Molly. Mycroft was the one who helped him survive the fall. Now he's back, but things have changed. John's married, and Sherlock's had issues dealing with his loneliness. Mycroft's come up with a solution, a new program based on AI. What happens when the man who is known as a machine. . . starts to care for the machine? What if she isn't just a machine?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1338,"Sherlock is ill, John is busy, and Lestrade calls him in for a case...and it doesn't end well causing Sherlock to need a drive home. AKA: The one time Mycroft saw how Donovan and Anderson treat his sibling and was 1274950% not okay with that. (One-Shot)",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1339,"Poor Mrs. Ramsey doesn't understand how five-year-old Lily Watson knows so much about crime scenes, advanced weaponry, and complicated medical terminology. Determined to get to the bottom of the situation, she calls in Lily's parents - the perfectly pleasant, average, normal Mr. and Mrs. Watson - for a conference. ""Appearances can be deceiving"" has never been more accurate...",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1340,"Sherlock Holmes is faced with a murder. Fairly normal for him. But he knows this murderer, and this murderer knows him. And John, DI Lestrade, Sgt Sally Donovan and Anderson are confronted with a horrific truth, that leaves some of them doubting their judgement of Sherlock's character. This is my first fanfic, please leave me reviews and suggestions! Hope the rating is appropriate!",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1341,"All John wanted to do was have a cup of tea and wait out the snowstorm. However, he ends up locked in a walk-in freezer with none other than Sherlock Holmes. Oh, and it's cold. So cold. It couldn't get worse. Except for the little fact that their mobiles have no signal. Except for that.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1342,"London, 1895. All newly-minted heiress Molly Hooper wants to find is a reasonably agreeable husband and a patron to keep her father's clinic. Thanks to a rather public faux pas what she ends up with is an engagement to Sherlock Holmes, a man The Times has dubbed ""The Rudest Man in London."" But what happens if this marriage of convenience becomes inconveniently emotional? FINISHED!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1343,au where John and Sherlock met before John went to the war,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1344,"Sherlock meets a strange little girl on one of his cases and despite his loathing of children, he finds himself getting attached; so attached that he is soon helping her deal with the painful process of growing up a genius. Parental!Sherlock and Parental!John and eventual S/J *Rating Increased for Later Chapters* Beta'd by louisuperwholocked. Fanart by charlyvonkarma.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1345,"There is a price everyone must pay for certain gifts, even Sherlock Holmes. This is the consequences of his gift of genius and Mycroft is there to help his baby brother.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1346,John isn't the most eloquent of men.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1347,A Valentine's Day fic that isn't. How do John and Sherlock celebrate Valentine's Day? The Met is about to find out.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1348,Mycroft Holmes had never particularly wanted a brother. Yet he never once wished he did not have one. A few snippets of the Holmes boys and their relationship as they grow up.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1349,"You have missed this. Admit it. The thrill of the chase, the blood pumping through your veins, just the three of us against the rest of the world. Sequel to The Family Business.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1350,"Even Mycroft Holmes has his match. Now she's about to play him at his own game. Who will win? Mycroft/OFC Set Post ASiB, during HoB and after TFoR.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1351,Sherlock leaves for a case without John. These are the texts they send. Eventual Sherlock/John.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1352,"A chance observation from Sherlock leads John to finally figure out exactly what position Mycroft holds in the British Government. Naturally, he's shocked that Sherlock didn't know. Even more naturally, Sherlock himself couldn't care less.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1353,"Sherlock says something not good at a crime scene and ends up getting punched by a police officer, much to everyone else's pleasure. Sherlock, however, is hurt both physically and emotionally.",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1354,"""John Watson is gay as a window."" Sally and Anderson arrange a bet as to a certain doctor's sexuality. Drabble. Fluffy, no spoilers. Johnlock kisses, always fun.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1355,Sherlock/John slash. Sherlock makes an inquiry about the pleasures of kissing. John endeavors to explain.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1356,Why Sherlock was an idiot. S/J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1357,"What if John and Sherlock knew about RPF fan-fiction and used it as a way to communicate during the Hiatus? Because, who would believe a fan-fiction story of being TRUE?",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1358,"Sherlock and John are held captive in a pitch black room. Written for a prompt of sensory deprivation. Epic bromance, no slash.",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1359,Mycroft is suspected of trying to kill himself by drug overdose. Sherlock refuses to believe this - Mycroft just isn't the type. …Is he?,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1360,"Sherlock is back after playing dead for 2 years. People have moved on or at least have tried to, but the imprints he left are more permanent then they would think. Molly Hooper is a perfect example. While investigating a polemical murder involving the Catholic Church, Sherlock and Molly might find more than they were bargaining for. Sherlolly, John/Mary. Spoilers for Season 3.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1361,"Mycroft gets a phone call from a badly injured Sherlock, but finds him in an even worse state than he could have imagined.",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1363,"Two things; he had needed her for two things. They were simple things, he thought. One, he needed a place to stay; a place to hide. Two, he needed her to… be there for John. But, he had not expected it to end up like this.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1364,"In which John discovers why Sherlock does cocaine and decides to become a substitute. BBC Sherlock. Gen, platonic romance. Asexual!Sherlock/Straight!John.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1365,DI Lestrade has found himself in possession of two little boys. Mycroft and Sherlock Holmes.,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1366,""" - you've left a space for him!"" Mycroft persists, waving a hand at the empty spot next to his brother. Sherlock furrows his brow and glances furtively to the left, eyeing the empty cushion beside him. ""Honestly, brother, I figured you'd not be so blind about this kind of thing, but do I truly have to spell it out for you?""",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1367,"Sherlock wakes up, injured and confused on the floor of 221b, the last two days a complete blank. He must struggle not only to recover but to figure out what happened to him and most importantly, find his missing friend John Watson. Warnings blood",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1368,"She did what she had to in order to survive. And it set her on the path to being a Queen. But underworld royalty was uncanny in resemblance to the fate of Fairytale villains and she would do all that she had to, just to stay alive. Jim Moriarty x OC",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1369,"War. That's it, isn't it? You're in a war. You almost laugh, but then you remember that half a building is currently resting on top of you and you refrain from expressing your incredulity.",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1370,"If Sherlock were in danger, what would John do to rescue him? And what does that say about John?",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1371,"Everything changes between them when Sherlock becomes an even bigger pest than usual, and Molly is having none of that in her morgue.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1372,"When Sherlock returns emotions run high and John says something he doesn't really mean, but because of it, Sherlock may never see the man again. ""I didn't really die!"" ""I wish you had."" Friendship or pre-slash if you want it. Warnings for dark throughs and mentions of suicide.",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1373,"John is dying alone in a dark alley and only Sherlock can help him. The summary sucks, but I don't care :D Comments are love.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1374,"Ex lover meets spouse - according to the internet, that's a bad thing. Established relationship, slash.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1375,"In the hours after the bombing at the pool, Lestrade tries to pull Sherlock back together while they wait for news of John. No character death.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1376,"After Dartmoor, Sherlock becomes obsessed with his current experiment, which has to do with the hallucinogen that affected them. Unfortunately an accident creates a mix of chemicals and a small explosion which has unexpected results. Now Greg Lestrade and Mrs. Hudson have two small wards until Sherlock can fix it. Kid!Fic, Paternal!Lestrade, Sherlock/John, post HoB. NOW COMPLETE!",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1377,"Sometimes, we come out of our way to make the people we care about happy. As for John, he does it in his own way to show Sherlock that he cares through non-verbal communication. And the thing is, Sherlock is starting to reciprocate. What can happen from here? Pre-slash. Complete.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1378,"Sherlock is injured. While waiting for an ambulance, John tends to Sherlocks wounds, deals with a frantic Donovan and remembers... Warning for suicidal thoughts.",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1379,"Johnlock. Just a sweet, light-hearted one involving John accidentally saying Sherlock's name in his sleep.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1380,"Mycroft has always had to best Sherlock at everything. But when it came to Molly Hooper, Sherlock thought it was completely understood that she was to remain firmly in HIS hip pocket. Until Sherlock stumbles upon the fact that his brother and his pathologist have become confidants. And the worst part is, in Mycroft's case…it might not even be on purpose. Set after""Sign of Three.""",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1381,John/Sherlock. John had met a really nice girl named Mary.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1382,"Of course Sherlock would never let anyone know he has a phobia. Anyone, that is, except John. One stormy day, John comes home to find Sherlock shaking behind the sofa, and it turns out he is absolutely terrified of thunder. John is there to comfort him. Can be read as canon or pre-Johnlock, depending on slash-goggle adjustment.",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1383,Molly Hooper has been keeping a secret. How will she and Sherlock cope when all is revealed?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
